loan_id,month,year,product_type,disbursed_amount,outstanding_amount,status,customer_segment,geography,interest_rate,emi_amount,dpd_bucket
1042,1,2022,Personal,234.9,151.98,Active,Retail,Rural,15.0,5.27,90
1043,1,2022,Personal,220.3,158.62,Active,Corporate,Tier1,14.28,5.44,0
1044,1,2022,Personal,126.78,92.26,NPA,MSME,Tier2,15.94,3.24,60
1045,1,2022,Personal,83.8,55.02,Active,MSME,Tier1,15.17,1.91,180
1046,1,2022,Personal,158.78,145.5,Active,Corporate,Metro,13.55,4.94,60
1047,1,2022,Personal,147.35,107.22,Active,Retail,Rural,16.26,3.78,0
1048,1,2022,Personal,116.24,105.71,Active,MSME,Rural,14.75,3.65,30
1049,1,2022,Personal,221.68,195.07,Active,Retail,Rural,18.13,7.06,0
1050,1,2022,Personal,80.03,70.49,Active,Corporate,Tier2,17.18,2.52,90
1051,1,2022,Personal,127.33,114.66,Active,Retail,Metro,17.44,4.11,60
1052,1,2022,Personal,254.71,0.0,Closed,Retail,Metro,15.25,0.0,60
1053,1,2022,Personal,112.93,0.0,Closed,MSME,Tier1,15.14,0.0,180
1054,1,2022,Personal,174.75,0.0,Closed,Retail,Metro,16.9,0.0,0
1055,1,2022,Personal,264.86,194.02,NPA,MSME,Metro,14.39,6.67,0
1056,1,2022,Personal,228.9,0.0,Written-off,Corporate,Metro,15.68,0.0,0
1057,1,2022,Personal,83.86,70.48,Active,Corporate,Tier2,15.68,2.47,30
1058,1,2022,Personal,113.7,100.85,NPA,Corporate,Tier2,15.66,3.53,90
1059,1,2022,Personal,215.87,159.93,Active,MSME,Tier1,15.0,5.54,0
1060,1,2022,Personal,112.68,74.47,Active,Corporate,Metro,16.82,2.65,30
1061,1,2022,Personal,182.29,146.38,Active,Corporate,Metro,13.5,4.97,0
1062,1,2022,Personal,161.54,151.19,Active,Corporate,Metro,16.88,5.38,30
1063,1,2022,Personal,91.76,81.34,Active,Retail,Tier2,16.08,2.86,0
1064,1,2022,Personal,119.09,91.26,Active,Retail,Tier1,14.5,3.14,0
1065,1,2022,Personal,248.39,0.0,Closed,MSME,Metro,16.38,0.0,0
1066,1,2022,Personal,203.42,0.0,Closed,Retail,Tier2,13.53,0.0,30
1067,1,2022,Personal,117.96,0.0,Closed,Corporate,Metro,17.52,0.0,0
1068,1,2022,Personal,241.0,0.0,Closed,Corporate,Tier1,15.78,0.0,0
1069,1,2022,Personal,260.88,202.62,Active,Corporate,Tier1,17.96,7.32,0
1070,1,2022,Personal,106.29,95.02,Active,MSME,Tier2,17.81,3.43,30
1071,1,2022,Personal,177.08,123.96,Active,MSME,Metro,16.63,4.4,0
1072,1,2022,Personal,249.74,163.2,Active,Retail,Metro,13.9,5.57,0
1073,1,2022,Personal,154.85,115.68,Active,Corporate,Rural,16.21,4.08,0
1074,1,2022,Personal,79.0,73.47,Active,MSME,Tier2,17.9,2.65,0
1075,1,2022,Personal,242.0,191.46,Active,Corporate,Rural,18.27,6.95,30
1076,1,2022,Personal,170.61,142.31,Active,MSME,Tier2,14.86,4.92,0
1077,1,2022,Personal,239.47,0.0,Written-off,MSME,Tier1,18.1,0.0,0
1078,1,2022,Personal,204.78,135.89,Active,MSME,Tier1,13.92,4.64,60
1079,1,2022,Personal,116.55,0.0,Closed,MSME,Metro,15.13,0.0,0
1080,1,2022,Personal,91.19,65.88,Active,Corporate,Metro,13.6,2.24,360
1081,1,2022,Personal,262.3,234.43,Active,Corporate,Metro,13.7,7.98,0
1082,1,2022,Personal,99.85,84.35,Active,MSME,Metro,16.85,3.0,0
1083,1,2022,Personal,193.88,181.79,Active,Retail,Tier1,17.24,6.5,30
1084,1,2022,Business,184.26,168.51,NPA,Retail,Tier1,14.39,5.79,0
1085,1,2022,Business,321.44,0.0,Closed,Corporate,Tier1,12.21,0.0,0
1086,1,2022,Business,133.76,0.0,Closed,MSME,Tier2,15.92,0.0,0
1087,1,2022,Business,119.98,92.57,Active,MSME,Rural,14.24,3.17,0
1088,1,2022,Business,269.87,0.0,Closed,Corporate,Tier1,15.14,0.0,0
1089,1,2022,Business,273.8,229.84,NPA,Corporate,Tier1,14.08,7.86,30
1090,1,2022,Business,187.0,156.19,NPA,MSME,Tier1,12.23,5.2,0
1091,1,2022,Business,278.49,214.62,Active,MSME,Tier2,12.68,7.2,0
1092,1,2022,Business,191.77,0.0,Closed,Retail,Tier1,15.4,0.0,0
1093,1,2022,Business,152.28,104.18,Active,MSME,Tier1,12.21,3.47,0
1094,1,2022,Business,231.57,195.01,Active,MSME,Tier2,14.96,6.76,0
1095,1,2022,Business,199.35,158.01,Active,MSME,Tier2,13.77,5.38,360
1096,1,2022,Business,173.4,111.3,Active,Corporate,Rural,12.26,3.71,0
1097,1,2022,Business,284.3,0.0,Closed,Corporate,Rural,11.96,0.0,0
1098,1,2022,Business,240.52,163.46,Active,Retail,Metro,12.41,5.46,0
1099,1,2022,Business,289.03,202.97,Active,Retail,Tier1,11.63,6.71,0
1100,1,2022,Business,300.87,230.93,Active,MSME,Metro,11.51,7.62,0
1101,1,2022,Business,115.33,85.37,Active,Retail,Tier1,15.71,2.99,60
1102,1,2022,Business,283.32,0.0,Closed,Retail,Rural,11.76,0.0,180
1103,1,2022,Business,133.07,90.35,Active,Corporate,Tier1,14.82,3.12,30
1104,1,2022,Business,342.06,273.31,Active,Retail,Tier1,12.49,9.14,0
1105,1,2022,Business,297.51,247.28,Active,Retail,Metro,15.74,8.66,0
1106,1,2022,Business,247.75,189.4,Active,Retail,Metro,11.78,6.27,0
1107,1,2022,Business,288.74,266.61,Active,Corporate,Tier1,14.51,9.18,0
1108,1,2022,Business,314.39,205.03,Active,MSME,Tier2,11.99,6.81,0
1109,1,2022,Business,120.63,96.41,Active,MSME,Tier1,11.83,3.19,30
1110,1,2022,Business,225.72,178.09,Active,MSME,Metro,12.52,5.96,0
1111,1,2022,Business,112.28,70.96,Active,Corporate,Tier2,13.16,2.4,0
1112,1,2022,Business,253.89,0.0,Written-off,MSME,Tier1,15.75,0.0,0
1113,1,2022,Business,303.6,211.72,Active,Corporate,Tier1,11.88,7.02,0
1114,1,2022,Business,317.12,225.91,Active,Retail,Tier2,15.85,7.93,0
1115,1,2022,Business,188.98,167.2,Active,Corporate,Metro,14.47,5.75,180
1116,1,2022,Business,125.03,112.87,Active,Retail,Tier2,12.26,3.76,30
1117,1,2022,Business,245.27,212.1,Active,Corporate,Tier1,13.07,7.15,0
1118,1,2022,Business,115.39,104.81,Active,MSME,Metro,12.34,3.5,0
1119,1,2022,Business,359.16,284.74,Active,Corporate,Tier1,14.04,9.74,0
1120,1,2022,Business,161.18,133.25,Active,Retail,Tier1,15.21,4.63,180
1121,1,2022,Business,291.3,274.72,Active,Retail,Tier1,13.54,9.33,60
1122,1,2022,Business,140.0,90.69,Active,Retail,Metro,11.95,3.01,30
1123,1,2022,Business,310.71,293.98,NPA,MSME,Tier2,13.07,9.92,0
1124,1,2022,Business,323.27,244.49,Active,MSME,Metro,13.9,8.34,60
1125,1,2022,Business,247.73,165.0,Active,Corporate,Metro,13.72,5.62,0
1126,1,2022,Business,203.04,155.44,Active,MSME,Tier1,15.28,5.41,0
1127,1,2022,Business,277.3,0.0,Written-off,Retail,Metro,15.1,0.0,0
1128,1,2022,Business,357.1,226.72,Active,MSME,Metro,12.66,7.6,60
1129,1,2022,Business,139.87,130.7,NPA,MSME,Metro,15.35,4.55,0
1130,1,2022,Business,284.97,0.0,Closed,Corporate,Tier1,14.25,0.0,60
1131,1,2022,Business,185.5,0.0,Closed,Retail,Tier1,14.59,0.0,60
1132,1,2022,Business,163.84,103.49,Active,Retail,Tier2,14.42,3.56,0
1133,1,2022,Business,287.93,175.68,Active,MSME,Tier2,11.5,5.79,0
1134,1,2022,Business,179.34,143.13,Active,Retail,Metro,12.87,4.81,0
1135,1,2022,Business,122.63,112.76,Active,Retail,Metro,15.35,3.93,0
1136,1,2022,Business,270.48,206.33,Active,MSME,Tier2,13.3,6.98,90
1137,1,2022,Business,143.53,118.22,Active,MSME,Tier2,13.21,4.0,0
1138,1,2022,Business,222.58,0.0,Written-off,Retail,Metro,12.51,0.0,60
1139,1,2022,Business,253.03,0.0,Written-off,Corporate,Tier1,13.87,0.0,0
1140,1,2022,Business,103.88,0.0,Closed,Corporate,Tier2,15.33,0.0,180
1141,1,2022,Business,322.04,0.0,Closed,MSME,Metro,15.51,0.0,0
1142,1,2022,Business,152.03,0.0,Closed,Corporate,Tier2,12.25,0.0,30
1143,1,2022,Business,267.92,202.09,Active,Corporate,Tier1,15.52,7.06,0
1144,1,2022,Business,136.5,91.49,Active,Corporate,Rural,15.55,3.2,0
1145,1,2022,Business,198.52,182.62,Active,MSME,Rural,13.51,6.2,0
1146,1,2022,Business,179.81,0.0,Closed,Retail,Metro,15.35,0.0,0
1147,1,2022,Business,357.4,0.0,Closed,Corporate,Tier1,15.3,0.0,180
1148,1,2022,Business,310.89,259.75,Active,Corporate,Metro,11.07,8.51,0
1149,1,2022,Business,202.53,154.94,Active,Corporate,Rural,14.19,5.31,0
1150,1,2022,Business,250.24,222.3,Active,Corporate,Metro,15.58,7.77,0
1151,1,2022,Business,209.74,177.81,NPA,Retail,Metro,11.7,5.88,0
1152,1,2022,Business,243.93,205.82,Active,Corporate,Tier1,12.94,6.93,180
1153,1,2022,Business,298.09,229.91,Active,MSME,Rural,11.77,7.61,0
1154,1,2022,Business,175.74,119.97,Active,MSME,Metro,14.45,4.13,0
1155,1,2022,Business,283.12,0.0,Written-off,MSME,Metro,13.72,0.0,0
1156,1,2022,Business,357.85,0.0,Closed,Retail,Tier1,15.75,0.0,0
1157,1,2022,Business,259.7,0.0,Closed,Retail,Tier2,11.11,0.0,0
1158,1,2022,Business,156.02,138.01,Active,Retail,Metro,15.15,4.79,0
1159,1,2022,Business,140.77,91.59,Active,Retail,Tier1,15.5,3.2,60
1160,1,2022,Business,312.96,0.0,Closed,MSME,Tier2,11.55,0.0,0
1161,1,2022,Business,164.68,141.56,Active,Corporate,Metro,12.62,4.74,0
1162,1,2022,Business,118.55,89.88,Active,Retail,Rural,13.24,3.04,0
1163,1,2022,Business,113.21,0.0,Closed,MSME,Tier1,14.92,0.0,0
1164,1,2022,Business,109.98,0.0,Closed,Retail,Tier1,15.99,0.0,0
1165,1,2022,Business,342.37,213.29,Active,MSME,Tier1,11.37,7.02,0
1166,1,2022,Business,256.58,180.43,Active,Corporate,Tier1,14.56,6.22,0
1167,1,2022,Business,127.97,0.0,Closed,Corporate,Tier2,14.51,0.0,0
1168,1,2022,Business,158.62,120.35,Active,MSME,Tier2,13.26,4.07,0
1169,1,2022,Business,184.41,154.98,Active,MSME,Metro,12.56,5.19,180
1170,1,2022,Business,321.76,284.47,Active,Corporate,Metro,11.47,9.38,30
1171,1,2022,Business,354.79,321.36,Active,MSME,Tier2,13.81,10.95,0
1172,1,2022,Business,292.48,234.65,Active,Retail,Metro,15.84,8.23,0
1173,1,2022,Business,229.29,146.79,Active,MSME,Tier1,15.24,5.11,0
1174,1,2022,Business,315.27,0.0,Written-off,Corporate,Tier2,15.23,0.0,30
1175,1,2022,Business,249.01,151.93,Active,MSME,Tier2,14.04,5.2,0
1176,1,2022,Home,621.8,516.14,Active,Retail,Metro,9.9,16.63,0
1177,1,2022,Home,484.52,0.0,Closed,MSME,Tier1,8.62,0.0,0
1178,1,2022,Home,258.03,208.66,Active,Retail,Metro,9.75,6.71,180
1179,1,2022,Home,542.25,405.82,Active,Corporate,Tier1,8.7,12.85,0
1180,1,2022,Home,313.14,218.93,Active,Corporate,Tier1,11.52,7.22,0
1181,1,2022,Home,433.95,268.69,Active,Retail,Metro,9.73,8.64,360
1182,1,2022,Home,283.66,170.96,Active,Corporate,Tier1,9.05,5.44,0
1183,1,2022,Home,244.6,203.95,Active,MSME,Metro,10.63,6.64,0
1184,1,2022,Home,593.35,535.05,Active,Corporate,Tier1,8.67,16.93,90
1185,1,2022,Home,375.63,352.4,Active,Retail,Tier2,11.06,11.55,0
1186,1,2022,Home,477.36,455.09,NPA,Retail,Tier1,11.83,15.08,0
1187,1,2022,Home,373.74,0.0,Closed,Retail,Metro,8.81,0.0,30
1188,1,2022,Home,263.14,241.32,Active,MSME,Tier1,10.54,7.85,0
1189,1,2022,Home,639.27,440.83,Active,Retail,Tier1,11.08,14.45,0
1190,1,2022,Home,545.0,421.25,Active,Corporate,Tier2,11.12,13.82,30
1191,1,2022,Home,396.8,324.81,Active,Corporate,Metro,12.2,10.82,0
1192,1,2022,Home,392.45,316.71,Active,MSME,Tier1,10.38,10.28,30
1193,1,2022,Home,330.87,207.41,Active,Retail,Tier1,10.31,6.72,60
1194,1,2022,Home,424.49,387.8,Active,MSME,Rural,10.35,12.58,30
1195,1,2022,Home,455.24,425.74,Active,MSME,Metro,9.25,13.59,0
1196,1,2022,Home,611.13,0.0,Closed,Retail,Metro,9.87,0.0,0
1197,1,2022,Home,519.97,378.21,Active,MSME,Tier1,12.46,12.65,0
1198,1,2022,Home,551.79,395.7,Active,MSME,Metro,11.22,13.0,0
1199,1,2022,Home,506.05,0.0,Closed,Corporate,Rural,9.64,0.0,0
1200,1,2022,Home,341.8,320.85,Active,Corporate,Tier2,10.83,10.48,0
1201,1,2022,Home,244.49,201.76,Active,MSME,Tier2,11.34,6.64,0
1202,1,2022,Home,502.11,0.0,Closed,Corporate,Metro,11.82,0.0,0
1203,1,2022,Home,502.27,468.57,Active,MSME,Rural,10.53,15.24,0
1204,1,2022,Home,414.59,371.29,Active,Retail,Tier1,9.41,11.88,0
1205,1,2022,Home,440.06,399.02,Active,Corporate,Metro,11.45,13.15,0
1206,1,2022,Home,362.44,0.0,Closed,Retail,Tier2,9.15,0.0,30
1207,1,2022,Home,203.9,0.0,Closed,Corporate,Metro,9.96,0.0,180
1208,1,2022,Home,539.44,476.34,Active,MSME,Rural,10.3,15.44,0
1209,1,2022,Home,275.46,239.46,Active,MSME,Tier1,11.21,7.86,0
1210,1,2022,Home,382.4,346.28,Active,Retail,Tier1,9.15,11.04,0
1211,1,2022,Home,599.23,538.05,Active,MSME,Metro,10.72,17.54,60
1212,1,2022,Home,259.42,163.98,Active,Retail,Tier2,10.3,5.31,60
1213,1,2022,Home,604.23,441.62,Active,MSME,Rural,12.22,14.71,0
1214,1,2022,Home,361.58,323.61,NPA,Retail,Metro,8.61,10.23,60
1215,1,2022,Home,319.67,0.0,Closed,Corporate,Tier1,11.82,0.0,0
1216,1,2022,Home,476.04,310.54,Active,Corporate,Tier1,12.12,10.33,0
1217,1,2022,Home,384.59,262.85,Active,Corporate,Tier2,11.6,8.68,0
1218,1,2022,Home,400.71,282.47,NPA,Corporate,Tier1,8.94,8.97,0
1219,1,2022,Home,525.17,420.0,Active,Retail,Tier2,9.67,13.49,0
1220,1,2022,Home,223.86,174.07,Active,Corporate,Tier1,12.4,5.81,0
1221,1,2022,Home,368.98,254.15,Active,Retail,Tier1,10.38,8.25,360
1222,1,2022,Home,215.26,173.0,Active,MSME,Metro,9.46,5.54,0
1223,1,2022,Home,350.81,294.55,Active,Corporate,Tier1,9.85,9.48,60
1224,1,2022,Home,269.87,0.0,Closed,Retail,Metro,9.04,0.0,180
1225,1,2022,Home,203.95,159.16,Active,Corporate,Tier1,9.3,5.08,90
1226,1,2022,Home,200.53,123.67,Active,Corporate,Metro,11.09,4.05,60
1227,1,2022,Home,242.36,234.7,NPA,MSME,Metro,9.97,7.57,30
1228,1,2022,Home,272.03,188.61,Active,Retail,Tier2,11.27,6.2,30
1229,1,2022,Home,220.67,0.0,Closed,MSME,Metro,10.91,0.0,0
1230,1,2022,Home,339.21,223.31,Active,MSME,Tier1,9.68,7.17,0
1231,1,2022,Home,203.26,141.49,Active,Retail,Metro,11.98,4.7,360
1232,1,2022,Home,486.59,0.0,Closed,Retail,Metro,9.95,0.0,0
1233,1,2022,Home,472.34,412.11,Active,MSME,Tier1,11.63,13.62,0
1234,1,2022,Home,635.1,463.52,Active,MSME,Tier2,8.63,14.66,0
1235,1,2022,Home,456.32,313.66,Active,Retail,Metro,10.62,10.21,0
1236,1,2022,Home,271.67,253.33,NPA,Corporate,Tier1,10.57,8.24,0
1237,1,2022,Home,657.42,484.38,NPA,Retail,Tier1,9.64,15.55,0
1238,1,2022,Home,610.92,547.34,Active,MSME,Tier2,10.28,17.73,0
1239,1,2022,Home,520.88,341.24,Active,Corporate,Rural,10.7,11.12,0
1240,1,2022,Home,486.68,326.24,Active,Retail,Metro,11.67,10.78,0
1241,1,2022,Home,418.28,394.88,Active,Retail,Tier1,9.94,12.73,0
1242,1,2022,Home,224.14,0.0,Written-off,Corporate,Tier1,9.74,0.0,0
1243,1,2022,Home,378.01,236.62,Active,MSME,Tier2,10.8,7.72,0
1244,1,2022,Home,347.11,0.0,Closed,Retail,Tier2,12.01,0.0,0
1245,1,2022,Home,244.53,0.0,Closed,Corporate,Metro,10.51,0.0,60
1246,1,2022,Home,261.48,0.0,Closed,Corporate,Rural,9.79,0.0,0
1247,1,2022,Vehicle,62.66,55.61,NPA,Corporate,Tier1,10.38,1.8,0
1248,1,2022,Vehicle,119.95,107.67,NPA,Corporate,Rural,10.26,3.49,0
1249,1,2022,Vehicle,97.65,61.37,Active,Corporate,Tier2,13.66,2.09,60
1250,1,2022,Vehicle,87.78,53.6,Active,Corporate,Tier1,10.45,1.74,0
1251,1,2022,Vehicle,138.79,103.0,Active,MSME,Metro,10.86,3.37,30
1252,1,2022,Vehicle,60.1,48.82,Active,MSME,Tier2,11.48,1.61,0
1253,1,2022,Vehicle,95.17,82.44,Active,Corporate,Tier1,13.95,2.82,0
1254,1,2022,Vehicle,95.14,60.31,Active,MSME,Rural,11.6,1.99,0
1255,1,2022,Vehicle,168.83,159.38,NPA,Corporate,Tier2,11.38,5.25,90
1256,1,2022,Vehicle,77.67,0.0,Written-off,MSME,Tier1,10.22,0.0,0
1257,1,2022,Vehicle,64.17,51.6,Active,Retail,Metro,11.27,1.7,0
1258,1,2022,Vehicle,118.91,93.68,Active,Retail,Tier1,13.47,3.18,0
1259,1,2022,Vehicle,171.31,0.0,Closed,MSME,Metro,12.77,0.0,0
1260,1,2022,Vehicle,127.96,96.95,Active,Corporate,Metro,11.13,3.18,0
1261,1,2022,Vehicle,185.73,137.04,Active,MSME,Tier1,12.56,4.59,180
1262,1,2022,Vehicle,101.43,62.29,Active,Retail,Metro,10.15,2.01,0
1263,1,2022,Vehicle,97.03,75.72,Active,MSME,Rural,11.63,2.5,0
1264,1,2022,Vehicle,95.07,76.8,Active,Corporate,Tier2,11.27,2.52,60
1265,1,2022,Vehicle,123.97,90.36,Active,Corporate,Metro,12.69,3.03,30
1266,1,2022,Vehicle,108.32,96.27,NPA,Corporate,Tier1,10.88,3.15,60
1267,1,2022,Vehicle,182.75,0.0,Closed,Corporate,Metro,13.02,0.0,0
1268,1,2022,Vehicle,116.96,0.0,Closed,MSME,Metro,11.86,0.0,30
1269,1,2022,Vehicle,144.03,101.64,NPA,MSME,Tier1,9.64,3.26,0
1270,1,2022,Vehicle,107.83,82.5,Active,Corporate,Tier2,10.42,2.68,0
1271,1,2022,Vehicle,147.42,113.13,Active,MSME,Metro,11.83,3.75,360
1272,1,2022,Vehicle,75.41,65.62,Active,Corporate,Tier2,13.6,2.23,0
1273,1,2022,Vehicle,160.65,112.08,Active,MSME,Metro,10.69,3.65,180
1274,1,2022,Vehicle,183.54,155.41,Active,MSME,Tier1,10.84,5.08,0
1275,1,2022,Vehicle,127.78,0.0,Closed,Corporate,Tier2,13.71,0.0,0
1276,1,2022,Vehicle,103.33,0.0,Closed,Retail,Metro,13.91,0.0,180
1277,1,2022,Vehicle,90.89,62.69,Active,MSME,Metro,12.71,2.1,0
1278,1,2022,Vehicle,163.94,104.63,Active,Corporate,Tier1,10.72,3.41,0
1279,1,2022,Vehicle,84.78,52.43,Active,MSME,Metro,12.51,1.75,0
1280,1,2022,Vehicle,115.87,109.18,Active,Retail,Tier1,12.57,3.66,180
1281,1,2022,Vehicle,178.42,167.25,Active,MSME,Metro,13.45,5.67,0
1282,1,2022,Vehicle,60.0,51.51,Active,Retail,Rural,12.96,1.73,0
1283,1,2022,Vehicle,75.67,71.81,Active,MSME,Tier2,13.47,2.44,90
1284,1,2022,Vehicle,77.19,0.0,Closed,Retail,Metro,12.87,0.0,0
1285,1,2022,Vehicle,128.79,0.0,Written-off,Corporate,Tier1,9.98,0.0,0
1286,1,2022,Vehicle,118.78,0.0,Closed,Retail,Tier2,13.72,0.0,0
1287,1,2022,Vehicle,96.71,58.5,Active,MSME,Tier2,12.79,1.97,0
1288,1,2022,Vehicle,128.76,117.68,Active,MSME,Tier1,12.91,3.96,60
1289,1,2022,Vehicle,63.73,45.46,Active,Retail,Metro,12.51,1.52,0
1290,1,2022,Vehicle,103.86,83.49,Active,Corporate,Metro,11.51,2.75,0
1291,1,2022,Vehicle,140.38,99.3,Active,MSME,Tier2,12.62,3.33,0
1292,1,2022,Vehicle,176.8,0.0,Closed,Corporate,Rural,13.5,0.0,0
1293,1,2022,Vehicle,91.89,60.06,Active,Corporate,Rural,12.27,2.0,0
1294,1,2022,Vehicle,102.51,96.42,NPA,Retail,Tier2,12.66,3.23,30
1295,1,2022,Vehicle,143.98,0.0,Closed,Corporate,Tier2,12.18,0.0,0
1296,1,2022,Vehicle,62.56,48.6,Active,Corporate,Tier1,12.04,1.62,0
1297,1,2022,Vehicle,74.25,63.18,Active,MSME,Metro,13.35,2.14,0
1298,1,2022,Vehicle,121.0,91.95,Active,Retail,Tier1,13.14,3.1,0
1299,1,2022,Vehicle,142.96,85.93,Active,Retail,Tier1,10.89,2.81,0
1300,1,2022,Vehicle,58.12,53.88,Active,Retail,Rural,11.05,1.77,360
1301,1,2022,Vehicle,115.82,95.5,Active,Corporate,Tier1,10.79,3.12,0
1302,1,2022,Vehicle,108.83,99.84,Active,MSME,Metro,13.97,3.41,60
1303,1,2022,Vehicle,182.35,116.98,Active,Corporate,Tier1,13.44,3.97,60
1304,1,2022,Vehicle,69.22,0.0,Closed,MSME,Tier1,13.9,0.0,30
1305,1,2022,Vehicle,149.22,113.59,Active,Retail,Metro,11.41,3.74,0
1306,1,2022,Vehicle,178.74,133.47,Active,Retail,Metro,12.76,4.48,30
1307,1,2022,Vehicle,61.1,55.31,Active,Retail,Tier2,12.17,1.84,0
1308,1,2022,Vehicle,106.39,65.94,Active,Corporate,Rural,10.55,2.14,60
1309,1,2022,Vehicle,83.66,72.82,Active,MSME,Metro,13.62,2.48,0
1310,1,2022,Vehicle,170.47,118.7,Active,Corporate,Rural,13.94,4.05,0
1311,1,2022,Vehicle,170.94,132.22,Active,MSME,Rural,13.6,4.49,0
1312,1,2022,Vehicle,142.77,93.12,Active,MSME,Metro,13.04,3.14,0
1313,1,2022,Vehicle,124.73,81.14,Active,MSME,Rural,10.58,2.64,60
1314,1,2022,Vehicle,128.03,87.7,Active,Retail,Metro,13.86,2.99,0
1315,1,2022,Vehicle,62.69,55.81,Active,Retail,Metro,11.52,1.84,0
1316,1,2022,Vehicle,143.08,0.0,Closed,Corporate,Tier2,12.21,0.0,0
1317,1,2022,Vehicle,127.56,0.0,Closed,Retail,Metro,11.66,0.0,0
1318,1,2022,Vehicle,77.69,0.0,Closed,Retail,Tier2,12.84,0.0,30
1319,1,2022,Vehicle,147.15,102.87,Active,MSME,Tier1,11.28,3.38,0
1320,1,2022,Vehicle,100.57,63.81,Active,Corporate,Tier1,10.68,2.08,0
1321,1,2022,Vehicle,165.53,131.91,Active,Retail,Tier2,13.61,4.48,0
1322,1,2022,Vehicle,54.19,38.11,Active,Retail,Metro,11.99,1.27,30
1323,1,2022,Vehicle,103.35,86.78,Active,MSME,Tier2,13.25,2.93,0
1324,1,2022,Vehicle,118.06,0.0,Closed,Corporate,Tier2,12.76,0.0,0
1325,1,2022,Vehicle,74.88,59.14,Active,Corporate,Rural,12.74,1.99,90
1326,1,2022,Vehicle,122.84,75.79,Active,Retail,Tier1,13.28,2.56,30
1327,1,2022,Vehicle,165.91,0.0,Closed,Corporate,Tier1,10.54,0.0,0
1328,1,2022,Vehicle,60.17,54.02,NPA,Retail,Metro,12.37,1.8,90
